Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length, Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Std, Active Max, Active Min, Idle Mean, Idle Std, Idle Max, Idle Min, Label
31.243.213.186-192.168.10.9-443-19147-6,192.168.10.9,19147,31.243.213.186,443,6,3/7/2017 4:08:15,631002,13,28,3504,23301,661,50,269.536,174.623,1895,352,832.188,671.86,42480.05553072732,64.97602226300393,15775,21481.1,66050,4488,562073,46839.4,59949.2,196278,9634,520646,19283.2,29709.2,56828,3739,0,0,0,0,260,560,20.6022,44.3739,50,1895,638.214,621.878,386732,0,0,0,0,0,0,0,0,2,653.78,269.536,832.188,260,0,0,0,0,0,0,13,3504,28,23301,8192,65535,7,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.26-192.168.10.5-443-28579-6,192.168.10.5,28579,192.168.10.26,443,6,3/7/2017 4:09:03,768273,3,11,346,31370,229,37,115.184,54.3746,4817,1697,2851.86,1078.1,41282.20046780246,18.22268907016126,59097.9,64413.9,166067,4449,718234,359117,374636,718234,16118,712917,71291.7,85599,260077,4762,0,0,0,0,96,352,3.90486,14.3178,37,4817,2114.4,1482.45,2.19764e+06,1,0,0,0,0,0,0,0,3,2265.43,115.184,2851.86,96,0,0,0,0,0,0,3,346,11,31370,64240,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
8.79.211.170-192.168.10.25-443-15253-6,192.168.10.25,15253,8.79.211.170,443,6,3/7/2017 4:09:25,1619737,5,32,558,42352,183,40,111.513,66.628,2018,982,1323.51,632.993,26491.955175438976,22.843214670035938,44992.7,38397.4,99858,5986,1036889,259222,235720,928156,60705,1116391,36012.6,33839.5,86864,10064,0,0,0,0,160,1024,3.08692,19.7563,40,2018,1129.21,720.933,519745,0,0,0,0,0,0,0,0,6,1159.73,111.513,1323.51,160,0,0,0,0,0,0,5,558,32,42352,64240,28960,2,32,0,0,0,0,0,0,0,0,BENIGN
104.167.60.148-192.168.10.12-8080-12077-6,192.168.10.12,12077,104.167.60.148,8080,6,3/7/2017 4:11:24,26346,10,10,3091,10788,756,20,309.068,251.103,2289,399,1078.83,823.129,526797.2367721855,759.1285204585137,1386.63,681.751,3236,392,20266,2251.75,1150.23,4601,308,14874,1652.65,824.953,3395,495,0,0,0,0,200,200,379.564,379.564,20,2289,660.905,720.78,519523,0,0,0,0,1,0,0,0,1,693.95,309.068,1078.83,200,0,0,0,0,0,0,10,3091,10,10788,8192,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
31.152.57.223-192.168.10.19-53-27275-17,192.168.10.19,27275,31.152.57.223,53,17,3/7/2017 4:12:03,15136,1,1,47,71,47,47,46.9035,0,71,71,71.1041,0,7795.983086680761,132.13530655391122,15136,0,15136,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,66.0677,66.0677,47,71,39.3333,23.0943,533.345,0,0,0,0,0,0,0,0,1,59,46.9035,71.1041,8,0,0,0,0,0,0,1,47,1,71,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
199.151.23.196-192.168.10.17-123-37289-17,192.168.10.17,37289,199.151.23.196,123,17,3/7/2017 4:12:10,345658,1,1,34,169,34,34,34.3845,0,169,169,169.113,0,587.2856985806781,5.786065995868749,345658,0,345658,71732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.89303,2.89303,34,169,67.6667,75.4953,5699.54,0,0,0,0,0,0,0,0,1,101.5,34.3845,169.113,8,0,0,0,0,0,0,1,34,1,169,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
91.112.22.142-192.168.10.5-80-30185-6,192.168.10.5,30185,91.112.22.142,80,6,3/7/2017 4:12:12,437725,1,20,261,15743,261,261,260.663,0,1431,556,787.147,301.71,36561.768233479925,47.975326974698724,21886.2,36214.7,110937,30,0,0,0,0,0,335757,17671.4,29951.5,100363,4578,0,0,0,0,20,400,2.28454,45.6908,261,1431,727.455,316.96,100464,1,0,0,0,0,0,0,0,20,762.095,260.663,787.147,20,0,0,0,0,0,0,1,261,20,15743,8192,65535,1,20,0,0,0,0,0,0,0,0,BENIGN
216.159.116.83-192.168.10.8-123-21387-17,192.168.10.8,21387,216.159.116.83,123,17,3/7/2017 4:12:20,17274,1,2,31,93,31,31,30.6466,0,61,43,46.3968,6.9029,7178.41843232604,173.67141368530739,8637,2591.1,15410,433,0,0,0,0,0,12636,12635.7,0,12636,712,0,0,0,0,8,16,57.8905,115.781,31,61,31,13.7786,189.849,0,0,0,0,0,0,0,0,2,41.3333,30.6466,46.3968,8,0,0,0,0,0,0,1,31,2,93,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
199.251.211.69-192.168.10.8-80-27410-6,192.168.10.8,27410,199.251.211.69,80,6,3/7/2017 4:13:11,97874,9,4,1219,4682,252,48,135.447,111.072,3411,5,1170.59,933.861,60291.803747675585,132.82383472628072,8156.17,8426.01,20764,1529,86406,10800.8,10239.5,24883,2142,95092,31697.4,32206.2,70315,6782,0,0,0,0,180,80,91.955,40.8689,5,3411,421.5,711.466,506184,0,0,0,1,0,0,0,0,0,453.923,135.447,1170.59,180,0,0,0,0,0,0,9,1219,4,4682,65535,5840,4,20,0,0,0,0,0,0,0,0,BENIGN
13.70.161.84-192.168.10.16-53-7823-17,192.168.10.16,7823,13.70.161.84,53,17,3/7/2017 4:13:36,2791,2,2,90,189,61,38,45.1964,6.2077,139,80,94.2923,18.5753,99964.17054819061,1433.1780723754925,930.333,279.1,1475,167,1975,1975.36,0,1975,14,2220,2220.45,0,2220,125,0,0,0,0,16,16,716.589,716.589,38,139,55.8,31.4458,988.835,0,0,0,0,0,0,0,0,1,69.75,45.1964,94.2923,16,0,0,0,0,0,0,2,90,2,189,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.44-192.168.10.15-443-56102-6,192.168.10.15,56102,192.168.10.44,443,6,3/7/2017 4:13:38,384270,3,4,215,584,108,45,71.5525,30.5113,256,74,145.991,56.7664,2079.267181929373,18.21635828974419,64045,106851,220596,858,347192,173596,266093,347192,49560,291618,97205.8,151706,291618,16920,0,0,0,0,60,80,7.80701,10.4093,45,256,99.875,61.6393,3799.4,0,0,0,0,0,0,0,0,1,114.143,71.5525,145.991,60,0,0,0,0,0,0,3,215,4,584,8192,28960,2,20,0,0,0,0,0,0,0,0,BENIGN
216.224.140.216-192.168.10.12-53-25893-17,192.168.10.12,25893,216.224.140.216,53,17,3/7/2017 4:13:43,4518,1,2,38,211,38,38,37.5752,0,127,74,105.653,21.3733,55112.8818061089,664.0106241699867,2259,677.7,3896,8,0,0,0,0,0,3559,3558.86,0,3559,928,0,0,0,0,8,16,221.337,442.674,38,127,62.25,41.9929,1763.4,0,0,0,0,0,0,0,0,2,83,37.5752,105.653,8,0,0,0,0,0,0,1,38,2,211,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
216.113.113.24-192.168.10.16-443-10267-6,192.168.10.16,10267,216.113.113.24,443,6,3/7/2017 4:13:49,2039754,14,52,3368,25611,680,89,240.596,189.954,809,202,492.528,224.191,14207.105366627544,32.3568430310714,31380.8,141527,401900,951,1514695,116515,578056,1115546,26768,1703746,33406.8,143440,197602,8644,0,0,0,0,280,1040,6.86357,25.4933,89,809,432.522,240.633,57904.4,0,0,0,0,0,0,0,0,3,439.076,240.596,492.528,280,0,0,0,0,0,0,14,3368,52,25611,64240,4380,4,20,0,0,0,0,0,0,0,0,BENIGN
31.171.41.224-192.168.10.25-443-46076-6,192.168.10.25,46076,31.171.41.224,443,6,3/7/2017 4:13:57,340267,14,16,5256,5205,919,132,375.457,280.323,627,152,325.317,210.762,30743.504365689296,88.1660578310562,11733.3,21247.5,52727,2839,272640,20972.3,39387.7,87594,1976,193978,12931.8,26082.8,90170,1339,0,0,0,0,448,512,41.1442,47.0219,132,919,337.452,247.214,61114.7,1,0,0,0,0,0,0,0,1,348.7,375.457,325.317,448,0,0,0,0,0,0,14,5256,16,5205,64240,65535,10,32,0,0,0,0,0,0,0,0,BENIGN
199.177.235.64-192.168.10.19-123-56187-17,192.168.10.19,56187,199.177.235.64,123,17,3/7/2017 4:14:10,61856,1,2,51,347,51,51,51.1366,0,218,156,173.263,22.5158,6434.2990170719095,48.49974133471288,30928,9278.4,45969,6300,0,0,0,0,0,38699,38698.9,0,38699,2148,0,0,0,0,8,16,16.1666,32.3332,51,218,99.5,68.8837,4744.97,0,0,0,0,0,0,0,0,2,132.667,51.1366,173.263,8,0,0,0,0,0,0,1,51,2,347,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
52.43.160.3-192.168.10.5-443-65379-6,192.168.10.5,65379,52.43.160.3,443,6,3/7/2017 4:14:27,226804,14,7,1246,6199,209,54,89.0023,64.4993,2565,18,885.601,721.004,32825.69972310894,92.59095959506887,11340.2,5590.44,17035,2238,160868,12374.5,7069.26,27212,3647,179106,29851,14250.6,66075,4910,0,0,0,0,280,140,61.7273,30.8637,18,2565,338.409,563.322,317331,0,0,0,1,0,0,0,0,0,354.524,89.0023,885.601,280,0,0,0,0,0,0,14,1246,7,6199,64240,-1,7,20,0,0,0,0,0,0,0,0,BENIGN
151.40.162.246-192.168.10.3-137-22750-17,192.168.10.3,22750,151.40.162.246,137,17,3/7/2017 4:15:30,4130,4,2,219,143,67,51,54.834,6.0111,102,57,71.4544,19.9805,87651.33171912833,1452.7845036319611,826,247.8,1520,196,3312,1103.85,369.86,1937,35,2218,2218.12,0,2218,199,0,0,0,0,32,16,968.523,484.262,51,102,51.7143,17.1331,293.541,0,0,0,0,0,0,0,0,0,60.3333,54.834,71.4544,32,0,0,0,0,0,0,4,219,2,143,-1,-1,4,8,0,0,0,0,0,0,0,0,BENIGN
216.14.96.56-192.168.10.19-80-40151-6,192.168.10.19,40151,216.14.96.56,80,6,3/7/2017 4:17:01,41946,8,41,265,77141,51,23,33.0944,13.706,3384,1338,1881.48,1010.54,1845372.6219424976,1168.1685977208792,873.875,910.858,3331,98,31855,4550.75,4624.69,11274,619,37896,947.403,891.964,3404,124,0,0,0,0,160,820,190.721,977.447,23,3384,1548.12,1149.88,1.32223e+06,1,0,0,1,1,0,0,0,5,1579.71,33.0944,1881.48,160,0,0,0,0,0,0,8,265,41,77141,29200,65535,4,20,0,0,0,0,0,0,0,0,BENIGN
151.186.224.141-192.168.10.17-80-13354-6,192.168.10.17,13354,151.186.224.141,80,6,3/7/2017 4:17:59,326468,4,12,927,6158,388,65,231.816,133.014,934,231,513.141,355.859,21701.973853486405,49.00939755198059,21764.5,29475.1,75624,623,298324,99441.4,125975,255494,27213,216566,19687.8,23911.1,84892,1422,0,0,0,0,80,240,12.2523,36.757,65,934,416.765,338.995,114918,0,0,0,0,0,0,0,0,3,442.812,231.816,513.141,80,0,0,0,0,0,0,4,927,12,6158,8192,28960,1,20,0,0,0,0,0,0,0,0,BENIGN
23.68.71.22-192.168.10.16-443-9169-6,192.168.10.16,9169,23.68.71.22,443,6,3/7/2017 4:18:03,819135,6,10,649,5242,156,61,108.236,43.253,965,294,524.178,378.997,7191.732742466138,19.5327998437376,54609,44550.6,149091,15533,722073,144415,125976,272633,21735,479712,53301.4,41507.8,151924,11302,0,0,0,0,120,200,7.3248,12.208,61,965,346.529,362.621,131494,1,0,0,0,0,0,0,0,1,368.188,108.236,524.178,120,0,0,0,0,0,0,6,649,10,5242,29200,65535,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.10-192.168.10.16-53-40505-17,192.168.10.16,40505,192.168.10.10,53,17,3/7/2017 4:18:09,56241,2,2,38,345,21,18,19.0829,1.2813,227,157,172.422,25.3739,6809.97848544656,71.12249070962466,18747,5624.1,27885,836,50046,50045.8,0,50046,11986,53768,53768,0,53768,12446,0,0,0,0,16,16,35.5612,35.5612,18,227,76.6,81.0419,6567.78,0,0,0,0,0,0,0,0,1,95.75,19.0829,172.422,16,0,0,0,0,0,0,2,38,2,345,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
8.94.101.141-192.168.10.17-443-39548-6,192.168.10.17,39548,8.94.101.141,443,6,3/7/2017 4:18:14,5932688,5,14,248,3145,82,4,49.6526,30.9048,446,55,224.631,122.624,571.9161364966436,3.20259551825412,329594,323590,1027927,64407,5273211,1.3183e+06,1.06732e+06,4393643,5180,3172064,244005,207790,640026,11855,0,0,0,0,100,280,0.842788,2.35981,4,446,169.65,131.71,17347.6,0,0,0,0,0,0,0,0,2,178.579,49.6526,224.631,100,0,0,0,0,0,0,5,248,14,3145,8192,28960,2,20,322206,0,322206,322206,2.27317e+06,584858,2935974,1767279,BENIGN
192.168.10.45-192.168.10.3-123-22259-17,192.168.10.3,22259,192.168.10.45,123,17,3/7/2017 4:18:44,70715,1,1,37,80,37,37,37.1676,0,80,80,80.4565,0,1654.5287421339178,28.28254260057979,70715,0,70715,3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14.1413,14.1413,37,80,39,29.3428,861,0,0,0,0,0,0,0,0,1,58.5,37.1676,80.4565,8,0,0,0,0,0,0,1,37,1,80,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
216.13.190.174-192.168.10.3-53-3609-17,192.168.10.3,3609,216.13.190.174,53,17,3/7/2017 4:18:47,161132,1,1,36,43,36,36,35.8072,0,43,43,43.4056,0,490.2812600848993,12.412183799617704,161132,0,161132,40605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6.20609,6.20609,36,43,26.3333,13.8061,190.608,0,0,0,0,0,0,0,0,1,39.5,35.8072,43.4056,8,0,0,0,0,0,0,1,36,1,43,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
185.240.231.18-192.168.10.16-443-15760-6,192.168.10.16,15760,185.240.231.18,443,6,3/7/2017 4:18:55,968739,34,16,7277,6908,434,120,214.029,93.5443,644,260,431.75,163.867,14642.746911190734,51.613489288652566,19770.2,26657.4,82049,3560,591564,17926.2,27363,57964,2785,667395,44493,55159.9,109673,5631,0,0,0,0,680,320,35.0972,16.5163,120,644,278.137,157.762,24888.8,1,0,0,0,0,0,0,0,0,283.7,214.029,431.75,680,0,0,0,0,0,0,34,7277,16,6908,8192,65535,22,20,0,0,0,0,0,0,0,0,BENIGN
151.144.77.92-192.168.10.12-443-24978-6,192.168.10.12,24978,151.144.77.92,443,6,3/7/2017 4:18:56,14046126,5,7,851,7308,302,99,170.287,77.8083,1738,314,1044.02,647.418,580.871907314515,0.8543280901794559,1.27692e+06,2.90434e+06,6977940,255419,10577643,2.64441e+06,4.92488e+06,8897422,109549,7458827,1.24314e+06,2.99548e+06,4483733,369348,1,0,0,0,100,140,0.35597,0.498358,99,1738,627.615,659.787,435319,0,0,0,1,0,0,0,0,1,679.917,170.287,1044.02,100,0,0,0,0,0,0,5,851,7,7308,29200,28960,2,20,124628,0,124628,124628,1.00566e+07,0,10056608,10056608,BENIGN
13.223.28.171-192.168.10.17-53-48715-17,192.168.10.17,48715,13.223.28.171,53,17,3/7/2017 4:19:18,42450,2,2,111,431,61,52,55.5471,5.1078,266,189,215.678,33.1568,12767.962308598351,94.22850412249704,14150,4245,25838,946,30855,30855,0,30855,8780,35345,35345.1,0,35345,7284,0,0,0,0,16,16,47.1143,47.1143,52,266,108.4,87.8278,7713.72,0,0,0,0,0,0,0,0,1,135.5,55.5471,215.678,16,0,0,0,0,0,0,2,111,2,431,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
192.168.10.33-192.168.10.9-443-25389-6,192.168.10.9,25389,192.168.10.33,443,6,3/7/2017 4:19:24,2677739,24,5,2517,15824,195,53,104.884,53.6816,6945,1898,3164.8,1972.62,6849.435288502726,10.83003235192078,95633.5,161705,289015,13967,1932100,84004.4,157626,440523,18987,2543805,635951,891857,2485536,134735,0,0,0,0,768,160,8.96279,1.86725,53,6945,611.367,1417.65,2.00973e+06,1,1,0,0,1,0,0,0,0,632.448,104.884,3164.8,768,0,0,0,0,0,0,24,2517,5,15824,64240,28960,14,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.19-443-48505-6,192.168.10.19,48505,192.168.10.1,443,6,3/7/2017 4:19:32,797657,47,7,7449,2836,306,0,158.485,122.778,667,182,405.188,167.441,12894.013341574135,67.69827131210532,15050.1,26783.3,85595,2592,620097,13480.4,23047.2,60546,3743,702739,117123,241287,702739,23396,0,0,0,0,1504,224,58.9226,8.7757,0,667,187,153.732,23633.6,0,0,0,0,0,0,0,0,0,190.463,158.485,405.188,1504,0,0,0,0,0,0,47,7449,7,2836,29200,4380,16,32,0,0,0,0,0,0,0,0,BENIGN
216.136.244.187-192.168.10.14-80-33726-6,192.168.10.14,33726,216.136.244.187,80,6,3/7/2017 4:19:46,470154,7,3,1023,2165,407,35,146.148,119.881,1188,571,721.524,275.184,6780.756943469587,21.269626547897072,52239.3,52504,115027,10615,412029,68671.6,75085.6,209717,16336,305461,152730,177034,305461,42315,0,0,0,0,224,96,14.8887,6.38089,35,1188,289.818,321.15,103137,0,0,0,0,1,0,0,0,0,318.8,146.148,721.524,224,0,0,0,0,0,0,7,1023,3,2165,29200,65535,3,32,0,0,0,0,0,0,0,0,BENIGN
8.62.216.196-192.168.10.9-443-48057-6,192.168.10.9,48057,8.62.216.196,443,6,3/7/2017 4:20:24,508854,10,3,1411,5108,253,59,141.135,84.0132,3101,478,1702.58,1022.85,12811.140327087927,25.547603045274286,42404.5,81050.1,136388,5653,402267,44696.4,95052.2,180528,8472,398504,199252,395400,398504,36361,0,0,0,0,200,60,19.652,5.8956,59,3101,465.643,825.196,680949,0,0,0,1,0,0,0,0,0,501.462,141.135,1702.58,200,0,0,0,0,0,0,10,1411,3,5108,64240,5840,4,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.58-192.168.10.14-80-56045-6,192.168.10.14,56045,192.168.10.58,80,6,3/7/2017 4:20:37,150282,12,10,2058,6088,297,78,171.51,122.586,1306,294,608.83,300.289,54204.761714643144,146.39145073927682,7156.29,19403.3,49858,1987,138900,12627.2,29180.3,73355,2060,134836,14981.8,42646.3,123960,1976,0,0,0,0,384,320,79.8499,66.5416,78,1306,354.174,311.226,96861.4,0,0,0,1,0,0,0,0,0,370.273,171.51,608.83,384,0,0,0,0,0,0,12,2058,10,6088,65535,28960,5,32,0,0,0,0,0,0,0,0,BENIGN
23.213.181.175-192.168.10.5-443-2935-6,192.168.10.5,2935,23.213.181.175,443,6,3/7/2017 4:20:42,21666708,13,5,1378,1812,187,37,106.012,76.8551,674,240,362.425,239.779,147.23048836029912,0.8307676459201832,1.27451e+06,1.63017e+06,4030493,268922,18797400,1.56645e+06,1.82364e+06,3393674,160464,11034426,2.75861e+06,3.12405e+06,8487428,540143,0,0,0,0,416,160,0.599999,0.230769,37,674,167.895,183.068,33513.9,0,0,0,0,1,0,0,0,0,177.222,106.012,362.425,416,0,0,0,0,0,0,13,1378,5,1812,8192,65535,8,32,17661.8,10647.9,37695,5897,1.10971e+07,4.13185e+06,16156969,7411592,BENIGN
52.223.40.6-192.168.10.15-137-26602-17,192.168.10.15,26602,52.223.40.6,137,17,3/7/2017 4:21:34,180788,2,1,61,166,38,26,30.631,3.485,166,166,165.616,0,1255.6143106843374,16.594021727105783,90394,27118.2,135177,12686,124573,124573,0,124573,35665,0,0,0,0,0,0,0,0,0,16,8,11.0627,5.53134,26,166,56.75,66.4344,4413.53,0,0,0,0,0,0,0,0,0,75.6667,30.631,165.616,16,0,0,0,0,0,0,2,61,1,166,-1,-1,2,8,0,0,0,0,0,0,0,0,BENIGN
13.89.145.184-192.168.10.3-443-52587-6,192.168.10.3,52587,13.89.145.184,443,6,3/7/2017 4:22:16,1145534,34,13,1455,8379,76,16,42.8043,20.0665,1765,0,644.557,490.426,8584.64262082138,41.02890005883719,24902.9,21296.1,86310,5835,776599,23533.3,22973.1,74934,2736,767566,63963.8,53782.7,148986,257,0,0,0,0,1088,416,29.6805,11.3484,0,1765,204.875,373.217,139291,0,0,0,1,0,0,0,0,0,209.234,42.8043,644.557,1088,0,0,0,0,0,0,34,1455,13,8379,29200,4380,23,32,0,0,0,0,0,0,0,0,BENIGN
13.37.103.124-192.168.10.17-443-14956-6,192.168.10.17,14956,13.37.103.124,443,6,3/7/2017 4:22:41,537916,4,3,211,2405,138,23,52.6675,34.2052,1427,506,801.551,321.391,4863.212843641014,13.013184214635743,89652.7,285097,537916,20778,376865,125622,345466,376865,18628,501053,250527,723531,501053,7301,0,0,0,0,128,96,7.43611,5.57708,23,1427,327,429.482,184455,0,0,0,0,0,0,0,0,0,373.714,52.6675,801.551,128,0,0,0,0,0,0,4,211,3,2405,64240,5840,2,32,0,0,0,0,0,0,0,0,BENIGN
52.79.112.56-192.168.10.25-443-2345-6,192.168.10.25,2345,52.79.112.56,443,6,3/7/2017 4:22:51,2452675,8,17,860,19985,229,28,107.44,75.2559,2693,777,1175.56,761.399,8498.883871691112,10.192952592577491,102195,281904,514926,28405,2138746,305535,989253,2138746,88580,2342172,146386,381555,1006451,30836,0,0,0,0,256,544,3.26174,6.93121,28,2693,801.731,803.312,645311,0,0,0,1,1,0,0,0,2,833.8,107.44,1175.56,256,0,0,0,0,0,0,8,860,17,19985,8192,28960,5,32,0,0,0,0,0,0,0,0,BENIGN
91.101.127.221-192.168.10.25-443-57428-6,192.168.10.25,57428,91.101.127.221,443,6,3/7/2017 4:23:07,534242,28,21,3482,37262,296,49,124.356,98.3227,4900,978,1774.39,1332.41,76265.06339823526,91.71873420659551,11130,24228.6,69074,196,455993,16888.6,39541.1,94578,485,373504,18675.2,37723,74804,2171,0,0,0,0,560,420,52.4107,39.308,49,4900,814.88,1197.25,1.43342e+06,0,0,0,0,0,0,0,0,0,831.51,124.356,1774.39,560,0,0,0,0,0,0,28,3482,21,37262,65535,65535,16,20,0,0,0,0,0,0,0,0,BENIGN
151.195.55.45-192.168.10.9-53-37891-17,192.168.10.9,37891,151.195.55.45,53,17,3/7/2017 4:24:04,3973,1,1,32,136,32,32,31.7323,0,136,136,135.833,0,42285.426629750815,503.3979360684622,3973,0,3973,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,251.699,251.699,32,136,56,59.001,3481.12,0,0,0,0,0,0,0,0,1,84,31.7323,135.833,8,0,0,0,0,0,0,1,32,1,136,-1,-1,1,8,0,0,0,0,0,0,0,0,BENIGN
185.90.160.197-192.168.10.5-443-39749-6,192.168.10.5,39749,185.90.160.197,443,6,3/7/2017 4:24:57,65791,8,11,810,3531,184,69,101.274,40.9473,587,114,321.029,216.925,65981.66922527397,288.79329999544007,3655.06,5703.16,19166,466,42551,6078.77,9690.71,26189,176,62639,6263.91,9919.16,22456,821,0,0,0,0,160,220,121.597,167.196,69,587,217.05,199.631,39852.5,0,0,0,0,0,0,0,0,1,228.474,101.274,321.029,160,0,0,0,0,0,0,8,810,11,3531,64240,-1,4,20,0,0,0,0,0,0,0,0,BENIGN
104.126.59.166-192.168.10.9-443-16197-6,192.168.10.9,16197,104.126.59.166,443,6,3/7/2017 4:25:13,6159920,6,6,399,3202,102,40,66.5761,25.6012,1191,94,533.589,410.4,584.5855140975857,1.9480772477564645,559993,623104,1819922,86910,4169728,833946,1.05259e+06,2857297,108483,5126682,1.02534e+06,988100,2896953,133930,0,0,0,0,120,120,0.974039,0.974039,40,1191,277,373.631,139600,0,0,0,0,0,0,0,0,1,300.083,66.5761,533.589,120,0,0,0,0,0,0,6,399,6,3202,29200,65535,3,20,2068.4,0,2068,2068,3.51645e+06,283952,3923678,3333315,BENIGN
91.1.148.218-192.168.10.12-443-35510-6,192.168.10.12,35510,91.1.148.218,443,6,3/7/2017 4:26:10,190484,18,15,8150,23492,898,324,452.778,221.331,4733,0,1566.14,1274.83,166113.6893387371,173.2428970412213,5952.62,13104.5,22222,1622,154448,9085.2,20357.7,41522,2408,159982,11427.3,27370,91451,812,0,0,0,0,576,480,94.4961,78.7468,0,4733,930.647,1036.13,1.07357e+06,0,0,0,0,1,0,0,0,0,958.848,452.778,1566.14,576,0,0,0,0,0,0,18,8150,15,23492,65535,5840,9,32,0,0,0,0,0,0,0,0,BENIGN
185.235.127.217-192.168.10.5-443-44808-6,192.168.10.5,44808,185.235.127.217,443,6,3/7/2017 4:26:59,78763,5,12,597,6288,201,52,119.338,69.6004,961,213,524.015,278.36,87414.14115765017,215.83738557444485,4922.69,7889.97,24774,1180,66848,16712,30454.6,66848,847,40568,3688,5464.8,14386,329,0,0,0,0,100,240,63.4816,152.356,52,961,382.5,301.04,90624.8,0,0,0,0,1,0,0,0,2,405,119.338,524.015,100,0,0,0,0,0,0,5,597,12,6288,29200,5840,3,20,0,0,0,0,0,0,0,0,BENIGN
185.113.11.116-192.168.10.25-80-35299-6,192.168.10.25,35299,185.113.11.116,80,6,3/7/2017 4:27:02,5207448,4,5,443,5274,181,13,110.845,67.8197,2896,123,1054.8,751.564,1097.8506170392868,1.7282937822902888,650931,1.08762e+06,3842316,17522,3919762,1.30659e+06,1.89924e+06,3919762,307241,3172977,793244,1.34247e+06,3172977,237119,0,0,0,0,80,100,0.768131,0.960163,13,2896,571.7,734.779,539900,1,1,0,0,0,0,0,0,1,635.222,110.845,1054.8,80,0,0,0,0,0,0,4,443,5,5274,65535,-1,2,20,47703,0,47703,47703,3.87273e+06,0,3872728,3872728,BENIGN
216.231.183.43-192.168.10.8-443-45602-6,192.168.10.8,45602,216.231.183.43,443,6,3/7/2017 4:27:35,104570,15,3,1430,328,165,43,95.3337,44.9334,267,53,109.349,66.7803,16811.705077938223,172.13349909151765,6151.18,5353.86,21840,153,103087,7363.33,5927.93,14892,1965,92335,46167.7,37301.9,92335,4502,1,0,0,0,480,96,143.445,28.6889,43,267,92.5263,49.7947,2479.51,1,0,0,1,1,0,0,0,0,97.6667,95.3337,109.349,480,0,0,0,0,0,0,15,1430,3,328,65535,65535,7,32,0,0,0,0,0,0,0,0,BENIGN
